ticker,open,high,low,close,volume,amount,marketCap,shares,foreignersShares,foreignersRate,exhaustionShares,exhsuationRate,name,market,KRXIndustry,products,IPO,industryCode,industryName,sectorCode,sectorName
000590,87500,87700,85000,86000,1701,146041600,99285452000,1154482,41054,3.5605469,1154482,3.5605469,CS홀딩스,KOSPI,기타 금융업,"브랜드 수익, 자회사 배당",1975-12-22,WI210,철강,G15,소재
012030,1645,1743,1637,1694,4533906,7707348249,340788642502,201173933,3701181,1.8398438,201173933,1.8398438,DB,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리",1993-01-06,WI602,IT서비스,G45,IT
005830,144500,145500,142200,142900,208476,29915672050,10117320000000,70800000,31326207,44.25,70800000,44.25,DB손해보험,KOSPI,보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험",1973-06-28,WI520,보험,G40,금융
016610,9750,9780,9570,9700,125710,1214606920,411729973300,42446389,2975951,7.0117188,42446389,7.0117188,DB증권,KOSPI,금융 지원 서비스업,"유가증권,위탁매매,인수,자기매매",1988-06-27,WI510,증권,G40,금융
000990,53500,58300,52250,57000,1233553,68996833100,2530719516000,44398588,12981769,29.234375,44398588,29.234375,DB하이텍,KOSPI,반도체 제조업,반도체 제조,1975-12-12,WI620,반도체,G45,IT
099520,0,0,0,1284,0,0,58141862016,45281824,417806,0.9199219,45281824,0.9199219,DGI,KOSDAQ,영상 및 음향기기 제조업,"DVR,유선통신기기 제조,무역/소프트웨어 자문,연구개발,기술용역",2009-12-22,__industryCode__,__industryName__,__sectorCode__,__sectorName__
060900,1043,1062,1038,1054,27804,29223697,27534726566,26124029,320354,1.2304688,26124029,1.2304688,DGP,KOSDAQ,전기업,풍력 및 태양광 발전업,2002-09-17,WI100,에너지,G10,에너지
000300,0,0,0,1984,0,0,162944308992,82129188,562650,0.6899414,82129188,0.6899414,DH오토넥스,KOSPI,자동차 신품 부품 제조업,"유,무선 통신장비",1975-06-09,WI300,자동차,G25,경기관련소비재
290120,2470,2485,2305,2425,25097,60602930,38373803825,15824249,155563,0.97998047,15824249,0.97998047,DH오토리드,KOSDAQ,자동차 신품 부품 제조업,자동차 스티어링휠,2018-12-07,WI300,자동차,G25,경기관련소비재
025440,799,799,781,787,31072,24386174,38390823288,48781224,0,0.0,48781224,0.0,DH오토웨어,KOSDAQ,영상 및 음향기기 제조업,카멀티미디어 및 TFT-LCD 부품제조..,1995-05-22,WI300,자동차,G25,경기관련소비재
001530,37150,37250,36250,36900,30661,1120972800,728010432000,19729280,1174921,5.9609375,19729280,5.9609375,DI동일,KOSPI,상품 중개업,"면사,화섬사,면포,혼방포,스포츠웨어용 신합섬 제조,도매,수출",1964-01-04,WI310,"화장품,의류",G25,경기관련소비재
015590,0,0,0,515,0,0,122045495160,236981544,22269783,9.3984375,236981544,9.3984375,DKME,KOSPI,일반 목적용 기계 제조업,"열교환기,압력용기,저장탱크,산업용보일러 제조",1989-05-27,WI230,기계,G20,산업재
000210,39200,39250,38250,38350,87824,3398485550,803658151400,20955884,3107457,14.828125,20955884,14.828125,DL,KOSPI,기초 화학물질 제조업,지주회사,1976-02-02,WI110,화학,G15,소재
375500,43950,44600,43750,44150,248252,10959126725,1708323455450,38693623,11996979,31.015625,38693623,31.015625,DL이앤씨,KOSPI,토목 건설업,토목 건설 사업,2021-01-25,WI220,건설,G20,산업재
068790,0,0,0,6330,0,0,149939488590,23687123,825916,3.4902344,23687123,3.4902344,DMS,KOSDAQ,특수 목적용 기계 제조업,LCD 제조장비,2004-10-01,__industryCode__,__industryName__,__sectorCode__,__sectorName__
007340,26000,26000,24700,24850,95815,2407787825,1453994995250,58510865,2450495,4.1914062,58510865,4.1914062,DN오토모티브,KOSPI,일차전지 및 이차전지 제조업,자동차용 밧데리,1988-09-24,WI300,자동차,G25,경기관련소비재
004840,5070,5110,4990,5000,40124,201129860,99650000000,19930000,333968,1.6796875,19930000,1.6796875,DRB동일,KOSPI,고무제품 제조업,"고무벨트(V벨트,콘베이어벨트,평벨트),프라스틱제품 제조,판매",1976-05-21,WI300,자동차,G25,경기관련소비재
241520,7280,7290,7080,7170,287195,2057492595,193590000000,27000000,369929,1.3701172,27000000,1.3701172,DSC인베스트먼트,KOSDAQ,신탁업 및 집합투자업,투자조합 결성 및 투자,2016-12-19,WI500,은행,G40,금융
155660,3870,3870,3770,3770,10910,41305915,60320000000,16000000,178547,1.1201172,16000000,1.1201172,DSR,KOSPI,1차 비철금속 제조업,합섬섬유로프,2013-05-15,WI200,비철금속,G15,소재
069730,3890,3900,3800,3830,33260,127522774,55152000000,14400000,1146493,7.9609375,14400000,7.9609375,DSR제강,KOSPI,1차 철강 제조업,"와이어로프,각종 경강선,철선제품,PC강선,아연도 강연선 제조",2003-01-28,WI210,철강,G15,소재
017860,21800,22000,21650,21750,40981,893870425,382456611000,17584212,463823,2.640625,17584212,2.640625,DS단석,KOSPI,기타 화학제품 제조업,바이오에너지,2023-12-22,WI110,화학,G15,소재
180400,2395,2395,2270,2280,241786,557169062,112220304960,49219432,4655135,9.4609375,49219432,9.4609375,DXVX,KOSDAQ,기타 과학기술 서비스업,BAC DNA CHIP,2015-11-20,__industryCode__,__industryName__,__sectorCode__,__sectorName__
092780,4025,4025,3950,3970,24411,97114815,52278786200,13168460,175839,1.3398438,13168460,1.3398438,DYP,KOSPI,자동차용 엔진 및 자동차 제조업,자동차엔진용 피스톤,2017-12-08,WI300,자동차,G25,경기관련소비재
017940,83700,84000,81000,81600,16582,1357112450,559776000000,6860000,373695,5.4492188,6860000,5.4492188,E1,KOSPI,기타 전문 도매업,"LPG(프로판,부탄가스),가스기기판매",1997-08-27,WI800,유틸리티,G55,유틸리티
418620,3770,3795,3625,3750,44873,167149742,48189288750,12850477,222269,1.7304688,12850477,1.7304688,E8,KOSDAQ,소프트웨어 개발 및 공급업,"CFD 시뮬레이션 소프트웨어, 디지털트윈 플랫폼",2024-02-23,WI602,IT서비스,G45,IT
245620,0,0,0,415,0,0,57474989665,138493951,6300878,4.5507812,138493951,4.5507812,EDGC,KOSDAQ,자연과학 및 공학 연구개발업,유전체 분석 진단 서비스,2018-06-26,WI410,건강관리,G35,건강관리
037370,5620,5620,5550,5610,10181,56887150,48386092920,8624972,202045,2.3398438,8624972,2.3398438,EG,KOSDAQ,기초 화학물질 제조업,"산화철, 대기수처리방지시설, 무역",2000-01-11,WI200,비철금속,G15,소재
365550,4640,4670,4555,4555,512332,2356210485,1120935395000,246089000,97382929,39.5625,246089000,39.5625,ESR켄달스퀘어리츠,KOSPI,부동산 임대 및 공급업,부동산투자,2020-12-23,WI999,리츠,G99,리츠
050120,2815,2845,2745,2750,22000,60853140,37301236500,13564086,386536,2.8496094,13564086,2.8496094,ES큐브,KOSDAQ,생활용품 도매업,"텐트, 원 ·부자재",2002-04-25,WI310,"화장품,의류",G25,경기관련소비재
383220,69000,69800,68800,68900,31720,2199108450,2639357467500,38307075,3956075,10.328125,38307075,10.328125,F&F,KOSPI,봉제의복 제조업,"MLB, MLB KIDS, DISCOVERY 등 패션의류제품",2021-05-21,WI310,"화장품,의류",G25,경기관련소비재
007700,20100,20250,19810,19910,22133,442204845,778767046970,39114367,175568,0.44995117,39114367,0.44995117,F&F홀딩스,KOSPI,기타 금융업,지주회사,1984-10-04,WI310,"화장품,의류",G25,경기관련소비재
214270,2595,2625,2505,2560,247320,634815662,111848855040,43690959,0,0.0,43690959,0.0,FSN,KOSDAQ,소프트웨어 개발 및 공급업,카울리,2015-03-25,WI601,소프트웨어,G50,커뮤니케이션서비스
130500,2705,2785,2700,2770,66731,183239545,40289794040,14545052,369526,2.5390625,14545052,2.5390625,GH신소재,KOSDAQ,기타 섬유제품 제조업,"자동차용 부직포, 폴리우레탄 폼",2013-08-02,WI300,자동차,G25,경기관련소비재
114090,16200,16290,16070,16190,125463,2027754315,1001443297300,61855670,10051158,16.25,61855670,16.25,GKL,KOSPI,유원지 및 기타 오락관련 서비스업,카지노,2009-11-19,WI320,"호텔,레저",G25,경기관련소비재
900290,3080,3105,3010,3025,192482,587819448,244571250000,80850000,63525818,78.5625,80850000,78.5625,GRT,KOSDAQ,기타 금융업,"광학필름, 포장필름",2016-10-25,__industryCode__,__industryName__,__sectorCode__,__sectorName__
078930,48300,48600,47200,47250,181523,8620555775,4390251610500,92915378,14402883,15.5,92915378,15.5,GS,KOSPI,기타 금융업,지주회사/부동산 임대,2004-08-05,WI100,에너지,G10,에너지
083450,22700,22750,22100,22350,196528,4395997900,411910500000,18430000,2742520,14.8828125,18430000,14.8828125,GST,KOSDAQ,특수 목적용 기계 제조업,"GasScrubber,Chiller",2006-02-01,WI620,반도체,G45,IT
006360,19510,19875,19470,19570,414643,8151155685,1674829759300,85581490,20507295,23.953125,85581490,23.953125,GS건설,KOSPI,건물 건설업,"토목공사,건축공사,주택공사,산업플랜트공사,리모델링공사,시설물유지관리공사/산업설비설계,감리 용역,수출입/에너지관리 진단,연구개발",1981-08-03,WI220,건설,G20,산업재
001250,2635,2640,2610,2635,420907,1104431856,217476468140,82533764,2034288,2.4609375,82533764,2.4609375,GS글로벌,KOSPI,상품 종합 도매업,"수출입업(시멘트,철강금속,전기전자,섬유,기계화학),상품중개,광업,채석업/하수처리 서비스/부동산 임대",1976-06-26,WI250,"상사,자본재",G20,산업재
007070,16740,16930,16570,16570,64456,1077175735,1385374866550,83607415,7651745,9.1484375,83607415,9.1484375,GS리테일,KOSPI,종합 소매업,"체인화 편의점,슈퍼마켓,마트,전자상거래/부동산(빌딩) 임대",2011-12-23,WI340,소매(유통),G25,경기관련소비재
499790,52700,55200,52300,55100,174165,9477958650,1092679339100,19830841,1808778,9.1171875,19830841,9.1171875,GS피앤엘,KOSPI,기타 금융업,지주회사,2024-12-23,WI320,"호텔,레저",G25,경기관련소비재
297890,2595,2645,2560,2640,1236662,3223082429,193092012960,73140914,2930393,4.0117188,73140914,4.0117188,HB솔루션,KOSDAQ,특수 목적용 기계 제조업,"디스플레이 제조용 장비(도포기, 조립기, 검사기)",2020-06-22,WI640,디스플레이,G45,IT
440290,2215,2240,2195,2200,108172,240077278,59635422000,27107010,494650,1.8203125,27107010,1.8203125,HB인베스트먼트,KOSDAQ,기타 금융업,벤처투자조합 등 조합 결성 및 운영,2024-01-25,WI500,은행,G40,금융
078150,2040,2095,2030,2090,2218430,4591984499,193776264440,92715916,2337248,2.5195312,92715916,2.5195312,HB테크놀러지,KOSDAQ,특수 목적용 기계 제조업,TFT-LCD검사장비,2004-12-08,WI640,디스플레이,G45,IT
225530,3410,3435,3310,3390,26467,89292845,123188284530,36338727,224422,0.6201172,36338727,0.6201172,HC보광산업,KOSDAQ,기타 비금속 광물제품 제조업,"콘크리트용 부순골재, 아스콘, 레미콘",2015-12-17,WI220,건설,G20,산업재
060560,735,735,723,728,81905,59481266,92943414200,127669525,2297249,1.7998047,127669525,1.7998047,HC홈센타,KOSDAQ,기타 전문 도매업,"건축자재,레미콘",2002-07-11,WI220,건설,G20,산업재
012630,21750,22150,20800,20900,131432,2804794075,1248601968900,59741721,12243225,20.484375,59741721,20.484375,HDC,KOSPI,기타 금융업,지주회사,1996-10-16,WI220,건설,G20,산업재
039570,8710,8710,8620,8640,7849,67768645,224273672640,25957601,1194204,4.6015625,25957601,4.6015625,HDC랩스,KOSPI,전기 및 통신 공사업,"기계설비공사, 스마트홈, 지능형 빌딩, SOC, 인테리어, 조경, 시설관리",2015-09-24,WI220,건설,G20,산업재
089470,4120,4130,4080,4095,17210,70425380,130630500000,31900000,737556,2.3105469,31900000,2.3105469,HDC현대EP,KOSPI,기타 화학제품 제조업,"합성수지(PP컴파운딩가공,자동차범퍼,내장제) 제조,도소매",2006-09-25,WI300,자동차,G25,경기관련소비재
294870,20800,21350,20750,21200,358537,7584128225,1397235396000,65907330,10928799,16.578125,65907330,16.578125,HDC현대산업개발,KOSPI,건물 건설업,"외주주택, 자체공사, 일반건축, 토목 등",2018-06-12,WI220,건설,G20,산업재
009540,414500,421500,414000,416000,180011,75175869750,29441616256000,70773116,23105607,32.65625,70773116,32.65625,HD한국조선해양,KOSPI,기타 금융업,"선박,해양구조물,엔진,펌프 전동기,중전기,중장비 제조/자동창고,물류시스템",1999-08-24,WI240,조선,G20,산업재
267250,162700,164300,160200,160400,180172,29115400100,12670490834000,78993085,19798350,25.0625,78993085,25.0625,HD현대,KOSPI,기타 금융업,지주회사,2017-05-10,WI100,에너지,G10,에너지
267270,93700,96300,93100,94200,139636,13217483700,1635087144600,17357613,2882206,16.59375,17357613,16.59375,HD현대건설기계,KOSPI,일반 목적용 기계 제조업,"굴삭기, 지게차, 휠로더 등",2017-05-10,WI230,기계,G20,산업재
443060,210000,215000,209500,210500,52899,11181210000,9436548705000,44829210,13536926,30.203125,44829210,30.203125,HD현대마린솔루션,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업","AM(After Market) 솔루션, 친환경 Retrofit, 디지털 제어",2024-05-08,WI240,조선,G20,산업재
071970,91700,92300,89000,89500,210291,19021992000,3035973802500,33921495,4625455,13.640625,33921495,13.640625,HD현대마린엔진,KOSPI,일반 목적용 기계 제조업,"조선기자재, 기계부품",2009-05-15,WI240,조선,G20,산업재
010620,196100,199400,196100,198700,207012,41088154850,7936505006300,39942149,8605172,21.546875,39942149,21.546875,HD현대미포,KOSPI,선박 및 보트 건조업,"선박수리,선박개조,선박신조",1983-12-20,WI240,조선,G20,산업재
322000,51200,51300,50200,50500,83845,4236642700,565600000000,11200000,1335027,11.921875,11200000,11.921875,HD현대에너지솔루션,KOSPI,반도체 제조업,"태양광 셀·모듈, PV시스템, ESS",2019-11-19,WI100,에너지,G10,에너지
042670,15340,15630,15200,15280,1353614,20799748170,2885646916640,188851238,29088794,15.3984375,188851238,15.3984375,HD현대인프라코어,KOSPI,특수 목적용 기계 제조업,"굴착기,엔진 제조,도소매",2001-02-02,WI230,기계,G20,산업재
267260,601000,601000,585000,594000,130441,77150647000,21411998190000,36047135,13403967,37.1875,36047135,37.1875,HD현대일렉트릭,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","변압기, 고압차단기, 회전기, 배전반 등",2017-05-10,WI230,기계,G20,산업재
329180,500000,510000,499000,503000,112061,56536488000,44652877348000,88773116,9742352,10.96875,88773116,10.96875,HD현대중공업,KOSPI,선박 및 보트 건조업,"선박, 해양플랜트 및 엔진기계 등",2021-09-17,WI240,조선,G20,산업재
097230,33200,33750,32400,33050,6473380,204202910200,2752214987050,83274281,2481082,2.9804688,83274281,2.9804688,HJ중공업,KOSPI,토목 건설업,"선박건조,기계플랜트 제조/토목공사,건축공사,조경공사,전기공사,가스공사,준설공사,기계설비공사",2007-08-31,WI220,건설,G20,산업재
195940,46500,47450,46300,46750,167764,7852037675,1324422404250,28329891,2846513,10.046875,28329891,10.046875,HK이노엔,KOSDAQ,의약품 제조업,"전문의약품, 숙취해소음료",2021-08-09,WI410,건강관리,G35,건강관리
014790,2565,2570,2525,2535,59957,151868349,95971553535,37858601,495158,1.3095703,37858601,1.3095703,HL D&I,KOSPI,토목 건설업,"토목,건축,전기,환경사업,준설공사,포장공사,주택,중기임대",1994-08-12,WI220,건설,G20,산업재
028300,38800,39400,38550,38800,368462,14308652350,5099835450400,131439058,26641963,20.265625,131439058,20.265625,HLB,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,"의료기기, 의약외품 등",1996-07-27,WI410,건강관리,G35,건강관리
003580,2290,2410,2270,2340,167994,394719722,117740792520,50316578,2553718,5.078125,50316578,5.078125,HLB글로벌,KOSPI,종합 소매업,"모래 및 자갈 채취업,콤부차,그린월,화장품,신약개발 등",1990-03-23,WI340,소매(유통),G25,경기관련소비재
278650,1370,1383,1350,1360,235100,320488930,118327533040,87005539,1873471,2.1503906,87005539,2.1503906,HLB바이오스텝,KOSDAQ,자연과학 및 공학 연구개발업,비임상실험 유효성(약리)평가,2019-11-27,WI410,건강관리,G35,건강관리
067630,3465,3535,3425,3440,391404,1356460059,419394679520,121917058,12425331,10.1875,121917058,10.1875,HLB생명과학,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,"ESCO 사업, 신재생에너지 사업",2008-11-25,WI410,건강관리,G35,건강관리
024850,1945,1945,1840,1843,700543,1315865150,265952498689,144304123,3883778,2.6894531,144304123,2.6894531,HLB이노베이션,KOSDAQ,전자부품 제조업,리드프레임,2001-01-18,WI620,반도체,G45,IT
187420,3280,3300,3200,3200,62515,203313990,93234822400,29135882,492327,1.6904297,29135882,1.6904297,HLB제넥스,KOSDAQ,기초 의약물질 제조업,산업용 효소,2015-05-29,WI410,건강관리,G35,건강관리
047920,14450,14640,14250,14310,83021,1191948230,469358784360,32799356,623984,1.9003906,32799356,1.9003906,HLB제약,KOSDAQ,자연과학 및 공학 연구개발업,"씨트리시메티딘정, 로자틴정",2015-12-21,WI410,건강관리,G35,건강관리
115450,3760,3940,3470,3535,1958465,7139535649,298291299705,84382263,5827237,6.9101562,84382263,6.9101562,HLB테라퓨틱스,KOSDAQ,기타 전문 도매업,"임베디드 GUI 미들웨어 FXUI-2D, FXUI-3D",2010-03-26,WI410,건강관리,G35,건강관리
046210,1771,1777,1700,1730,129816,223648958,78069222140,45126718,766057,1.7001953,45126718,1.7001953,HLB파나진,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,의료용품및 기타 의약관련 제품 제조업,2000-08-16,WI410,건강관리,G35,건강관리
196300,7280,7300,7000,7300,29054,207619020,67841805400,9293398,126163,1.3603516,9293398,1.3603516,HLB펩,KOSDAQ,기초 의약물질 제조업,펩타이드 바이오소재 및 아미노산 펩타이드 신약,2016-12-07,WI410,건강관리,G35,건강관리
204320,34750,35050,34500,34850,135009,4697687950,1636455632000,46957120,11766900,25.0625,46957120,25.0625,HL만도,KOSPI,자동차 신품 부품 제조업,"제동장치, 조향장치, 현가장치",2014-10-06,WI300,자동차,G25,경기관련소비재
060980,42900,42900,41500,41650,13939,585484625,383741317050,9213477,951820,10.328125,9213477,10.328125,HL홀딩스,KOSPI,기타 금융업,지주회사 및 경영컨설팅 서비스업,2010-05-19,WI300,자동차,G25,경기관련소비재
011200,23450,23875,23300,23700,974019,23021428700,24293436055200,1025039496,63734949,6.21875,1025039496,6.21875,HMM,KOSPI,해상 운송업,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",1995-10-05,WI260,운송,G20,산업재
403870,31100,31150,30200,30850,783373,23935059425,2575930822800,83498568,18094043,21.671875,83498568,21.671875,HPSP,KOSDAQ,특수 목적용 기계 제조업,고압 수소 어닐링 장비,2022-07-15,WI620,반도체,G45,IT
036640,5440,5440,5370,5390,68262,368598075,88152372000,16354800,458147,2.8007812,16354800,2.8007812,HRS,KOSDAQ,합성고무 및 플라스틱 물질 제조업,실리콘 컴파운드제품 제조,2000-05-30,WI110,화학,G15,소재
035000,9200,9200,8950,8980,25850,232709090,148775332820,16567409,5757308,34.75,16567409,34.75,HS애드,KOSPI,광고업,광고,1999-08-11,WI331,미디어,G50,커뮤니케이션서비스
002460,10500,10700,10460,10600,36746,388234030,107590000000,10150000,165693,1.6298828,10150000,1.6298828,HS화성,KOSPI,건물 건설업,아파트 건설,1988-09-29,WI220,건설,G20,산업재
487570,65800,66600,63600,64000,52436,3413303150,238459328000,3725927,175555,4.7109375,3725927,4.7109375,HS효성,KOSPI,기타 금융업,지주사업,2024-07-29,WI250,"상사,자본재",G20,산업재
298050,198500,198500,192100,192300,11325,2212792900,861494000400,4479948,486859,10.8671875,4479948,10.8671875,HS효성첨단소재,KOSPI,화학섬유 제조업,PET타이어코드,2018-07-13,WI110,화학,G15,소재
003560,0,0,0,10760,0,0,76220934800,7083730,83884,1.1796875,7083730,1.1796875,아이에이치큐,KOSPI,"영화, 비디오물, 방송프로그램 제작 및 배급업","매니지먼트, 음반, 드라마 제작, 유료방송, 프로그램 공급, 광고대행",1973-12-18,__industryCode__,__industryName__,__sectorCode__,__sectorName__
015360,65800,65800,63500,63900,5726,366533450,383400000000,6000000,586169,9.7734375,6000000,9.7734375,INVENI,KOSPI,회사 본부 및 경영 컨설팅 서비스업,지주사업,1996-12-24,WI800,유틸리티,G55,유틸리티
095340,73000,76200,72200,75100,409971,30599935550,1591899055800,21197058,3813711,17.984375,21197058,17.984375,ISC,KOSDAQ,기계장비 및 관련 물품 도매업,반도체테스트소켓,2007-10-01,WI620,반도체,G45,IT
175330,24700,25050,24550,24600,267450,6609853700,4703105342400,191183144,67248533,35.15625,191183144,35.15625,JB금융지주,KOSPI,기타 금융업,금융지주 회사,2013-07-18,WI500,은행,G40,금융
950170,7320,7380,7060,7250,143417,1036310485,375161023000,51746348,3925187,7.5898438,51746348,7.5898438,JTC,KOSDAQ,종합 소매업,"식품류, 생활용품류, 화장품류 (사후면세업)",2018-04-06,WI340,소매(유통),G25,경기관련소비재
