ticker,open,high,low,close,volume,amount,marketCap,shares,foreignersShares,foreignersRate,exhaustionShares,exhsuationRate,name,market,KRXIndustry,products,IPO,industryCode,industryName,sectorCode,sectorName
004840,5000,5030,4970,5020,19203,96179430,100048600000,19930000,337371,1.6904297,19930000,1.6904297,DRB동일,KOSPI,고무제품 제조업,"고무벨트(V벨트,콘베이어벨트,평벨트),프라스틱제품 제조,판매",19760521,WI300,자동차,G25,경기관련소비재
241520,7150,7950,7030,7830,1132416,8592642800,211410000000,27000000,377879,1.4003906,27000000,1.4003906,DSC인베스트먼트,KOSDAQ,신탁업 및 집합투자업,투자조합 결성 및 투자,20161219,WI500,은행,G40,금융
155660,3770,3800,3740,3780,7112,26805130,60480000000,16000000,177611,1.1103516,16000000,1.1103516,DSR,KOSPI,1차 비철금속 제조업,합섬섬유로프,20130515,WI200,비철금속,G15,소재
069730,3830,3830,3755,3775,11779,44530891,54360000000,14400000,1141729,7.9296875,14400000,7.9296875,DSR제강,KOSPI,1차 철강 제조업,"와이어로프,각종 경강선,철선제품,PC강선,아연도 강연선 제조",20030128,WI210,철강,G15,소재
017860,21850,21950,21450,21750,50551,1094462550,382456611000,17584212,455390,2.5898438,17584212,2.5898438,DS단석,KOSPI,기타 화학제품 제조업,바이오에너지,20231222,WI110,화학,G15,소재
180400,2260,2300,2225,2255,160967,363456100,110989819160,49219432,4678759,9.5078125,49219432,9.5078125,DXVX,KOSDAQ,기타 과학기술 서비스업,BAC DNA CHIP,20151120,__industryCode__,__industryName__,__sectorCode__,__sectorName__
092780,4020,4025,3955,3970,10498,41922605,52278786200,13168460,174821,1.3300781,13168460,1.3300781,DYP,KOSPI,자동차용 엔진 및 자동차 제조업,자동차엔진용 피스톤,20171208,WI300,자동차,G25,경기관련소비재
017940,82000,82300,80400,81400,11632,943644000,558404000000,6860000,366990,5.3515625,6860000,5.3515625,E1,KOSPI,기타 전문 도매업,"LPG(프로판,부탄가스),가스기기판매",19970827,WI800,유틸리티,G55,유틸리티
418620,3740,3745,3635,3735,41587,152953460,47996531595,12850477,224373,1.75,12850477,1.75,E8,KOSDAQ,소프트웨어 개발 및 공급업,"CFD 시뮬레이션 소프트웨어, 디지털트윈 플랫폼",20240223,WI602,IT서비스,G45,IT
245620,0,0,0,415,0,0,57474989665,138493951,6300878,4.5507812,138493951,4.5507812,EDGC,KOSDAQ,자연과학 및 공학 연구개발업,유전체 분석 진단 서비스,20180626,WI410,건강관리,G35,건강관리
037370,5690,5690,5550,5580,7252,40344505,48127343760,8624972,201602,2.3398438,8624972,2.3398438,EG,KOSDAQ,기초 화학물질 제조업,"산화철, 대기수처리방지시설, 무역",20000111,WI200,비철금속,G15,소재
365550,4560,4600,4560,4600,313597,1438352205,1132009400000,246089000,97258785,39.53125,246089000,39.53125,ESR켄달스퀘어리츠,KOSPI,부동산 임대 및 공급업,부동산투자,20201223,WI999,리츠,G99,리츠
050120,2715,2850,2715,2755,6211,17177550,37369056930,13564086,384091,2.8300781,13564086,2.8300781,ES큐브,KOSDAQ,생활용품 도매업,"텐트, 원 ·부자재",20020425,WI310,"화장품,의류",G25,경기관련소비재
383220,68300,69400,68200,68600,25425,1746251000,2627865345000,38307075,3955589,10.328125,38307075,10.328125,F&F,KOSPI,봉제의복 제조업,"MLB, MLB KIDS, DISCOVERY 등 패션의류제품",20210521,WI310,"화장품,의류",G25,경기관련소비재
007700,19910,20000,19640,19880,15885,314760650,777593615960,39114367,178767,0.45996094,39114367,0.45996094,F&F홀딩스,KOSPI,기타 금융업,지주회사,19841004,WI310,"화장품,의류",G25,경기관련소비재
214270,2560,2670,2535,2580,334399,872039087,112722674220,43690959,0,0.0,43690959,0.0,FSN,KOSDAQ,소프트웨어 개발 및 공급업,카울리,20150325,WI601,소프트웨어,G50,커뮤니케이션서비스
130500,2770,2790,2705,2725,40324,110448335,39635266700,14545052,360148,2.4804688,14545052,2.4804688,GH신소재,KOSDAQ,기타 섬유제품 제조업,"자동차용 부직포, 폴리우레탄 폼",20130802,WI300,자동차,G25,경기관련소비재
114090,16240,17550,16210,17350,633860,10843584205,1073195874500,61855670,10036146,16.234375,61855670,16.234375,GKL,KOSPI,유원지 및 기타 오락관련 서비스업,카지노,20091119,WI320,"호텔,레저",G25,경기관련소비재
900290,3030,3080,2970,2995,178241,538498275,242145750000,80850000,63534820,78.5625,80850000,78.5625,GRT,KOSDAQ,기타 금융업,"광학필름, 포장필름",20161025,WI110,화학,G15,소재
078930,47350,47500,46500,46700,175156,8178862325,4339148152600,92915378,14333502,15.4296875,92915378,15.4296875,GS,KOSPI,기타 금융업,지주회사/부동산 임대,20040805,WI100,에너지,G10,에너지
083450,21900,22200,21500,22150,253263,5531855725,408224500000,18430000,2697758,14.640625,18430000,14.640625,GST,KOSDAQ,특수 목적용 기계 제조업,"GasScrubber,Chiller",20060201,WI620,반도체,G45,IT
006360,19450,19510,18950,19000,449724,8576951105,1626048310000,85581490,20552148,24.015625,85581490,24.015625,GS건설,KOSPI,건물 건설업,"토목공사,건축공사,주택공사,산업플랜트공사,리모델링공사,시설물유지관리공사/산업설비설계,감리 용역,수출입/에너지관리 진단,연구개발",19810803,WI220,건설,G20,산업재
001250,2630,2630,2595,2610,322902,841484729,215413124040,82533764,1990619,2.4101562,82533764,2.4101562,GS글로벌,KOSPI,상품 종합 도매업,"수출입업(시멘트,철강금속,전기전자,섬유,기계화학),상품중개,광업,채석업/하수처리 서비스/부동산 임대",19760626,WI250,"상사,자본재",G20,산업재
007070,16550,16580,16350,16480,71309,1176532250,1377850199200,83607415,7618813,9.109375,83607415,9.109375,GS리테일,KOSPI,종합 소매업,"체인화 편의점,슈퍼마켓,마트,전자상거래/부동산(빌딩) 임대",20111223,WI340,소매(유통),G25,경기관련소비재
499790,54300,57500,54300,56400,254356,14322646400,1118459432400,19830841,1760698,8.8828125,19830841,8.8828125,GS피앤엘,KOSPI,기타 금융업,지주회사,20241223,WI320,"호텔,레저",G25,경기관련소비재
297890,2625,2730,2592,2620,1140733,3043187935,191629194680,73140914,2921156,3.9902344,73140914,3.9902344,HB솔루션,KOSDAQ,특수 목적용 기계 제조업,"디스플레이 제조용 장비(도포기, 조립기, 검사기)",20200622,WI640,디스플레이,G45,IT
440290,2215,2215,2170,2200,76479,167942565,59635422000,27107010,477107,1.7597656,27107010,1.7597656,HB인베스트먼트,KOSDAQ,기타 금융업,벤처투자조합 등 조합 결성 및 운영,20240125,WI500,은행,G40,금융
078150,2090,2095,2040,2055,1013511,2095600156,190531207380,92715916,2491687,2.6894531,92715916,2.6894531,HB테크놀러지,KOSDAQ,특수 목적용 기계 제조업,TFT-LCD검사장비,20041208,WI640,디스플레이,G45,IT
225530,3390,3405,3360,3385,8502,28810740,123006590895,36338727,224504,0.6201172,36338727,0.6201172,HC보광산업,KOSDAQ,기타 비금속 광물제품 제조업,"콘크리트용 부순골재, 아스콘, 레미콘",20151217,WI220,건설,G20,산업재
060560,729,729,723,728,36397,26384455,92943414200,127669525,2305542,1.8095703,127669525,1.8095703,HC홈센타,KOSDAQ,기타 전문 도매업,"건축자재,레미콘",20020711,WI220,건설,G20,산업재
012630,20950,21100,20500,20700,148290,3073035975,1236653624700,59741721,12208286,20.4375,59741721,20.4375,HDC,KOSPI,기타 금융업,지주회사,19961016,WI220,건설,G20,산업재
039570,8620,8620,8480,8590,21715,185456030,222975792590,25957601,1194273,4.6015625,25957601,4.6015625,HDC랩스,KOSPI,전기 및 통신 공사업,"기계설비공사, 스마트홈, 지능형 빌딩, SOC, 인테리어, 조경, 시설관리",20150924,WI220,건설,G20,산업재
089470,4120,4120,4060,4090,12176,49553206,130471000000,31900000,739778,2.3203125,31900000,2.3203125,HDC현대EP,KOSPI,기타 화학제품 제조업,"합성수지(PP컴파운딩가공,자동차범퍼,내장제) 제조,도소매",20060925,WI300,자동차,G25,경기관련소비재
294870,21050,21150,20650,21000,237593,4968645550,1384053930000,65907330,10943874,16.59375,65907330,16.59375,HDC현대산업개발,KOSPI,건물 건설업,"외주주택, 자체공사, 일반건축, 토목 등",20180612,WI220,건설,G20,산업재
009540,421000,421500,412500,416000,115767,48150093500,29441616256000,70773116,23047946,32.5625,70773116,32.5625,HD한국조선해양,KOSPI,기타 금융업,"선박,해양구조물,엔진,펌프 전동기,중전기,중장비 제조/자동창고,물류시스템",19990824,WI240,조선,G20,산업재
267250,162100,163200,160500,161800,134127,21702494650,12781081153000,78993085,19767445,25.015625,78993085,25.015625,HD현대,KOSPI,기타 금융업,지주회사,20170510,WI100,에너지,G10,에너지
267270,95700,99400,95100,96500,239399,23315854000,1675009654500,17357613,2866600,16.515625,17357613,16.515625,HD현대건설기계,KOSPI,일반 목적용 기계 제조업,"굴삭기, 지게차, 휠로더 등",20170510,WI230,기계,G20,산업재
443060,215000,215000,208500,211000,71759,15168113250,9458963310000,44829210,13550286,30.234375,44829210,30.234375,HD현대마린솔루션,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업","AM(After Market) 솔루션, 친환경 Retrofit, 디지털 제어",20240508,WI240,조선,G20,산업재
071970,91300,91300,87900,88700,166092,14812056500,3008836606500,33921495,4601381,13.5625,33921495,13.5625,HD현대마린엔진,KOSPI,일반 목적용 기계 제조업,"조선기자재, 기계부품",20090515,WI240,조선,G20,산업재
010620,200000,200500,197000,198700,188489,37421100700,7936505006300,39942149,8669161,21.703125,39942149,21.703125,HD현대미포,KOSPI,선박 및 보트 건조업,"선박수리,선박개조,선박신조",19831220,WI240,조선,G20,산업재
322000,50900,51800,49700,51200,107861,5484836450,573440000000,11200000,1365778,12.1875,11200000,12.1875,HD현대에너지솔루션,KOSPI,반도체 제조업,"태양광 셀·모듈, PV시스템, ESS",20191119,WI100,에너지,G10,에너지
042670,15560,16400,15520,15830,3800107,60898346375,2989515097540,188851238,28995887,15.3515625,188851238,15.3515625,HD현대인프라코어,KOSPI,특수 목적용 기계 제조업,"굴착기,엔진 제조,도소매",20010202,WI230,기계,G20,산업재
267260,594000,608000,583000,588000,120068,71108177877,21195715380000,36047135,13393187,37.15625,36047135,37.15625,HD현대일렉트릭,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","변압기, 고압차단기, 회전기, 배전반 등",20170510,WI230,기계,G20,산업재
329180,506000,508000,499500,506000,128724,64808430750,44919196696000,88773116,9771293,11.0078125,88773116,11.0078125,HD현대중공업,KOSPI,선박 및 보트 건조업,"선박, 해양플랜트 및 엔진기계 등",20210917,WI240,조선,G20,산업재
097230,33600,34050,30900,31650,5230297,167656395450,2635630993650,83274281,5557814,6.671875,83274281,6.671875,HJ중공업,KOSPI,토목 건설업,"선박건조,기계플랜트 제조/토목공사,건축공사,조경공사,전기공사,가스공사,준설공사,기계설비공사",20070831,WI220,건설,G20,산업재
195940,46650,46700,45850,46400,123587,5707857000,1314506942400,28329891,2797608,9.8828125,28329891,9.8828125,HK이노엔,KOSDAQ,의약품 제조업,"전문의약품, 숙취해소음료",20210809,WI410,건강관리,G35,건강관리
014790,2535,2535,2495,2510,31589,79532604,95025088510,37858601,484560,1.2802734,37858601,1.2802734,HL D&I,KOSPI,토목 건설업,"토목,건축,전기,환경사업,준설공사,포장공사,주택,중기임대",19940812,WI220,건설,G20,산업재
028300,38650,39150,38200,38950,266822,10347881925,5119551309100,131439058,26427990,20.109375,131439058,20.109375,HLB,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,"의료기기, 의약외품 등",19960727,WI410,건강관리,G35,건강관리
003580,2370,2370,2275,2290,73136,168357819,115224963620,50316578,2845382,5.6484375,50316578,5.6484375,HLB글로벌,KOSPI,종합 소매업,"모래 및 자갈 채취업,콤부차,그린월,화장품,신약개발 등",19900323,WI340,소매(유통),G25,경기관련소비재
278650,1360,1370,1340,1364,68574,93071736,118675555196,87005539,1853733,2.1308594,87005539,2.1308594,HLB바이오스텝,KOSDAQ,자연과학 및 공학 연구개발업,비임상실험 유효성(약리)평가,20191127,WI410,건강관리,G35,건강관리
067630,3435,3465,3380,3445,213542,731782697,420004264810,121917058,12415841,10.1796875,121917058,10.1796875,HLB생명과학,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,"ESCO 사업, 신재생에너지 사업",20081125,WI410,건강관리,G35,건강관리
024850,1843,1999,1830,1940,1282172,2484728451,279949998620,144304123,3652001,2.5292969,144304123,2.5292969,HLB이노베이션,KOSDAQ,전자부품 제조업,리드프레임,20010118,WI620,반도체,G45,IT
187420,3200,3360,3180,3345,88397,291294990,97459525290,29135882,480168,1.6503906,29135882,1.6503906,HLB제넥스,KOSDAQ,기초 의약물질 제조업,산업용 효소,20150529,WI410,건강관리,G35,건강관리
047920,14290,14380,14130,14360,39847,569086750,470998752160,32799356,595471,1.8203125,32799356,1.8203125,HLB제약,KOSDAQ,자연과학 및 공학 연구개발업,"씨트리시메티딘정, 로자틴정",20151221,WI410,건강관리,G35,건강관리
115450,3595,3630,3400,3470,522560,1837005054,292806452610,84382263,4999770,5.9296875,84382263,5.9296875,HLB테라퓨틱스,KOSDAQ,기타 전문 도매업,"임베디드 GUI 미들웨어 FXUI-2D, FXUI-3D",20100326,WI410,건강관리,G35,건강관리
046210,1730,1730,1703,1723,43338,74313986,77753335114,45126718,786972,1.7402344,45126718,1.7402344,HLB파나진,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,의료용품및 기타 의약관련 제품 제조업,20000816,WI410,건강관리,G35,건강관리
196300,7300,7430,7130,7130,4315,31039620,66261927740,9293398,126768,1.3603516,9293398,1.3603516,HLB펩,KOSDAQ,기초 의약물질 제조업,펩타이드 바이오소재 및 아미노산 펩타이드 신약,20161207,WI410,건강관리,G35,건강관리
204320,34850,35100,34550,35100,112273,3918449975,1648194912000,46957120,11814730,25.15625,46957120,25.15625,HL만도,KOSPI,자동차 신품 부품 제조업,"제동장치, 조향장치, 현가장치",20141006,WI300,자동차,G25,경기관련소비재
060980,41650,41900,38500,41350,25206,1030005675,380977273950,9213477,950198,10.3125,9213477,10.3125,HL홀딩스,KOSPI,기타 금융업,지주회사 및 경영컨설팅 서비스업,20100519,WI300,자동차,G25,경기관련소비재
011200,23550,23900,23400,23500,1321926,31166052350,24088428156000,1025039496,63151453,6.1601562,1025039496,6.1601562,HMM,KOSPI,해상 운송업,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",19951005,WI260,운송,G20,산업재
403870,30050,30300,29550,29950,712831,21340261450,2500782111600,83498568,17961875,21.515625,83498568,21.515625,HPSP,KOSDAQ,특수 목적용 기계 제조업,고압 수소 어닐링 장비,20220715,WI620,반도체,G45,IT
036640,5400,5400,5350,5400,22259,119730105,88315920000,16354800,445755,2.7304688,16354800,2.7304688,HRS,KOSDAQ,합성고무 및 플라스틱 물질 제조업,실리콘 컴파운드제품 제조,20000530,WI110,화학,G15,소재
035000,8930,9000,8880,9000,23096,206140940,149106681000,16567409,5752911,34.71875,16567409,34.71875,HS애드,KOSPI,광고업,광고,19990811,WI331,미디어,G50,커뮤니케이션서비스
002460,10600,10720,10370,10640,42591,448411520,107996000000,10150000,163858,1.6103516,10150000,1.6103516,HS화성,KOSPI,건물 건설업,아파트 건설,19880929,WI220,건설,G20,산업재
487570,66000,66400,62200,62500,21358,1350607700,232870437500,3725927,163619,4.390625,3725927,4.390625,HS효성,KOSPI,기타 금융업,지주사업,20240729,WI250,"상사,자본재",G20,산업재
298050,193200,193900,191200,191500,6076,1168253050,857910042000,4479948,483524,10.7890625,4479948,10.7890625,HS효성첨단소재,KOSPI,화학섬유 제조업,PET타이어코드,20180713,WI110,화학,G15,소재
003560,0,0,0,10760,0,0,76220934800,7083730,83884,1.1796875,7083730,1.1796875,아이에이치큐,KOSPI,"영화, 비디오물, 방송프로그램 제작 및 배급업","매니지먼트, 음반, 드라마 제작, 유료방송, 프로그램 공급, 광고대행",19731218,__industryCode__,__industryName__,__sectorCode__,__sectorName__
015360,63900,64200,62600,62700,4950,311366800,376200000000,6000000,584594,9.7421875,6000000,9.7421875,INVENI,KOSPI,회사 본부 및 경영 컨설팅 서비스업,지주사업,19961224,WI800,유틸리티,G55,유틸리티
095340,72900,74400,72300,73700,174681,12811007650,1562223174600,21197058,3820532,18.015625,21197058,18.015625,ISC,KOSDAQ,기계장비 및 관련 물품 도매업,반도체테스트소켓,20071001,WI620,반도체,G45,IT
175330,24400,24500,24050,24150,229532,5546906825,4617072927600,191183144,67262146,35.1875,191183144,35.1875,JB금융지주,KOSPI,기타 금융업,금융지주 회사,20130718,WI500,은행,G40,금융
950170,7250,7250,7080,7100,145074,1037304280,367399070800,51746348,3901295,7.5390625,51746348,7.5390625,JTC,KOSDAQ,종합 소매업,"식품류, 생활용품류, 화장품류 (사후면세업)",20180406,WI340,소매(유통),G25,경기관련소비재
234080,11990,11990,11710,11850,30085,357203520,187639464900,15834554,841620,5.3203125,15834554,5.3203125,JW생명과학,KOSPI,의약품 제조업,"기초수액, TPN, 특수수액, HEMO, 영양수액 등",20161027,WI410,건강관리,G35,건강관리
067290,1500,1507,1486,1486,63977,95583688,79316923236,53376126,958123,1.7998047,53376126,1.7998047,JW신약,KOSDAQ,의약품 제조업,"매니큐어세트, 손톱깎이",20030211,WI410,건강관리,G35,건강관리
001060,22250,22300,21800,22000,49967,1099210725,512290460000,23285930,1565464,6.71875,23285930,6.71875,JW중외제약,KOSPI,의약품 제조업,"수액제,이상지질혈증치료제,혈우병치료제,소화기궤양치료제,항생제,도매",19760614,WI410,건강관리,G35,건강관리
096760,3380,3385,3325,3335,47765,159481993,246539681570,73924942,1516170,2.0507812,73924942,2.0507812,JW홀딩스,KOSPI,기타 금융업,의약품 수출입업,20070731,WI410,건강관리,G35,건강관리
